multiplier,anchor_config,proxy_budget_construction,attempts,conditional_successful_spend_usd,config,failures,model,pass_rate,proxy_failure_charge_cpsc_rank,proxy_failure_charge_cpsc_usd,proxy_failure_charge_reliability_tax_share,proxy_failure_charge_reliability_tax_usd,reasoning_effort,successes,total_proxy_failure_charge_usd
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,430,9.568923915254237,mini_swe_agent_claude_fable_5_high,135,claude-fable-5,0.686046511627907,25.0,11.230858491525424,0.14797929984829283,1.6619345762711863,high,295,3313.103255
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,433,3.599231666666667,mini_swe_agent_claude_fable_5_low,175,claude-fable-5,0.5958429561200924,11.0,6.439408855620155,0.44106178884334274,2.8401771889534886,low,258,1661.3674847500001
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,436,21.978108965460525,mini_swe_agent_claude_fable_5_max,132,claude-fable-5,0.6972477064220184,37.0,23.552487854440788,0.06684554509528878,1.5743788889802632,max,304,7159.95630775
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,436,6.104424570175438,mini_swe_agent_claude_fable_5_medium,151,claude-fable-5,0.6536697247706422,16.0,8.224504366666666,0.25777599499901316,2.120079796491228,medium,285,2343.9837445
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,13.60848995886076,mini_swe_agent_claude_fable_5_xhigh,136,claude-fable-5,0.6991150442477876,34.0,15.193305059335444,0.10431009541935726,1.5848151004746835,xhigh,316,4801.08439875
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,4.329471414529914,mini_swe_agent_claude_opus_4_8_high,218,claude-opus-4-8,0.5176991150442478,15.0,8.069089079059829,0.46344979314141327,3.7396176645299146,high,234,1888.1668445
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,2.1227329741847827,mini_swe_agent_claude_opus_4_8_low,267,claude-opus-4-8,0.4079822616407982,17.0,8.648437517663043,0.7545530080029553,6.525704543478261,low,184,1591.31250325
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,429,13.291149365612647,mini_swe_agent_claude_opus_4_8_max,176,claude-opus-4-8,0.5897435897435898,35.0,16.154389242094858,0.1772422239908165,2.8632398764822136,max,253,4087.0604782499995
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,3.416654792045455,mini_swe_agent_claude_opus_4_8_medium,232,claude-opus-4-8,0.48672566371681414,14.0,7.687915361363637,0.5555811125059746,4.271260569318182,medium,220,1691.3413795000001
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,447,8.041122748971192,mini_swe_agent_claude_opus_4_8_xhigh,204,claude-opus-4-8,0.5436241610738255,26.0,11.400057383744857,0.29464190588751854,3.3589346347736626,xhigh,243,2770.21394425
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,5.529067774444444,mini_swe_agent_claude_sonnet_4_6_high,316,claude-sonnet-4-6,0.29933481152993346,33.0,14.987656592962962,0.6310919095223689,9.458588818518518,high,135,2023.3336400499998
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,7.559022479867878,mini_swe_agent_claude_sonnet_5_high,234,claude-sonnet-5,0.4823008849557522,28.0,11.851562903033015,0.3621919284642707,4.292540423165137,high,218,2583.6407128611972
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,449,1.9280971357664232,mini_swe_agent_claude_sonnet_5_low,312,claude-sonnet-5,0.3051224944320713,27.0,11.809793141240876,0.8367374336953175,9.881696005474453,low,137,1617.94166035
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,442,27.590610408403364,mini_swe_agent_claude_sonnet_5_max,204,claude-sonnet-5,0.5384615384615384,38.0,30.981938844327733,0.1094614656934314,3.39132843592437,max,238,7373.70144495
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,4.005618133240223,mini_swe_agent_claude_sonnet_5_medium,271,claude-sonnet-5,0.3977777777777778,24.0,10.424737595530727,0.6157583731452863,6.419119462290503,medium,179,1866.0280296
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,12.505621937946428,mini_swe_agent_claude_sonnet_5_xhigh,227,claude-sonnet-5,0.49667405764966743,36.0,16.466223972544643,0.24052885720502892,3.9606020345982142,xhigh,224,3688.4341698499998
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,12.59875857735849,mini_swe_agent_gemini_3_1_pro_preview_high,398,gemini-3-1-pro-preview,0.11751662971175167,40.0,44.43792233207547,0.716486327078693,31.839163754716978,high,53,2355.2098836
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,6.674322620414201,mini_swe_agent_gemini_3_5_flash_medium,283,gemini-3-5-flash,0.37389380530973454,31.0,14.074713542011835,0.5257933598085737,7.400390921597633,medium,169,2378.6265886
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.4723294124390245,mini_swe_agent_glm_5_2_high,288,glm-5-2,0.36283185840707965,23.0,10.22243288957317,0.7581466722113884,7.750103477134147,high,164,1676.4789938899999
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,3.977214356142132,mini_swe_agent_glm_5_2_max,253,glm-5-2,0.43777777777777777,19.0,9.322802894213199,0.5733885612221998,5.345588538071066,max,197,1836.59217016
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,5.912881331196581,mini_swe_agent_gpt_5_4_xhigh,218,gpt-5-4,0.5176991150442478,21.0,9.648468925213676,0.3871689511540159,3.735587594017094,xhigh,234,2257.7417285
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,5.070310182130584,mini_swe_agent_gpt_5_5_high,161,gpt-5-5,0.6438053097345132,13.0,7.35205385137457,0.3103545914339817,2.281743669243986,high,291,2139.44767075
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.1076699098360656,mini_swe_agent_gpt_5_5_low,330,gpt-5-5,0.26991150442477874,30.0,12.846950028688525,0.9137795424312752,11.73928011885246,low,122,1567.3279035
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.7272357950819677,mini_swe_agent_gpt_5_5_medium,208,gpt-5-5,0.5398230088495575,8.0,6.2508740368852465,0.5637032870940838,3.523638241803279,medium,244,1525.213265
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,7.555796161716172,mini_swe_agent_gpt_5_5_xhigh,149,gpt-5-5,0.6703539823008849,20.0,9.408511800330034,0.19691909601993285,1.8527156386138612,xhigh,303,2850.7790755
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.752524632,mini_swe_agent_gpt_5_6_luna_high,252,gpt-5-6-luna,0.4424778761061947,7.0,5.93835289575,0.87327721251821,5.1858282637499995,high,200,1187.6705791499999
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.06436651428571429,mini_swe_agent_gpt_5_6_luna_low,445,gpt-5-6-luna,0.015486725663716814,41.0,261.6025187285714,0.9997539530024461,261.53815221428573,low,7,1831.2176310999998
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,448,3.0751902132890367,mini_swe_agent_gpt_5_6_luna_max,147,gpt-5-6-luna,0.671875,4.0,4.969019245681063,0.38112732890662304,1.8938290323920264,max,301,1495.67479295
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.19223005098039217,mini_swe_agent_gpt_5_6_luna_medium,401,gpt-5-6-luna,0.11283185840707964,39.0,33.4009658745098,0.9942447756839542,33.20873582352941,medium,51,1703.4492596
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.5450504972762644,mini_swe_agent_gpt_5_6_luna_xhigh,195,gpt-5-6-luna,0.5685840707964602,2.0,4.546356013813229,0.6601562894366554,3.001305516536965,xhigh,257,1168.4134955499999
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,3.4334600926517576,mini_swe_agent_gpt_5_6_sol_high,138,gpt-5-6-sol,0.6940133037694013,6.0,5.278407428913738,0.3495272695616183,1.8449473362619808,high,313,1652.14152525
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.0421978731707318,mini_swe_agent_gpt_5_6_sol_low,247,gpt-5-6-sol,0.45353982300884954,10.0,6.373658469512195,0.8364835709104922,5.331460596341463,low,205,1306.59998625
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,8.36020419266055,mini_swe_agent_gpt_5_6_sol_max,123,gpt-5-6-sol,0.7266666666666667,22.0,9.9051376353211,0.15597294046186844,1.5449334426605503,max,327,3238.98000675
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.8638030833333334,mini_swe_agent_gpt_5_6_sol_medium,176,gpt-5-6-sol,0.6106194690265486,1.0,4.4602939701086965,0.5821344745830926,2.596490886775362,medium,276,1231.0411357500002
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,4.704175178683386,mini_swe_agent_gpt_5_6_sol_xhigh,132,gpt-5-6-sol,0.7073170731707317,9.0,6.3354024623824445,0.2574780834184972,1.6312272836990596,xhigh,319,2020.9933855
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.095211853909465,mini_swe_agent_gpt_5_6_terra_high,209,gpt-5-6-terra,0.5376106194690266,5.0,5.00274849691358,0.7810779705225738,3.907536643004115,high,243,1215.66788475
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,449,0.39228881944444444,mini_swe_agent_gpt_5_6_terra_low,341,gpt-5-6-terra,0.24053452115812918,32.0,14.201911666666668,0.9723777454294983,13.809622847222222,low,108,1533.80646
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,4.89993096178344,mini_swe_agent_gpt_5_6_terra_max,137,gpt-5-6-terra,0.6962305986696231,12.0,6.68443745700637,0.26696434916186984,1.78450649522293,max,314,2098.9133615
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,0.5681583670886077,mini_swe_agent_gpt_5_6_terra_medium,292,gpt-5-6-terra,0.3511111111111111,18.0,8.874263316455695,0.9359768414765132,8.306104949367088,medium,158,1402.1336039999999
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.100254819852941,mini_swe_agent_gpt_5_6_terra_xhigh,180,gpt-5-6-terra,0.6017699115044248,3.0,4.836206106617647,0.5657226401126605,2.7359512867647062,xhigh,272,1315.448061
0.5,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.4362007898550724,mini_swe_agent_kimi_k2_7_code_default,314,kimi-k2-7-code,0.3053097345132743,29.0,12.05620992210145,0.7979297967109026,9.620009132246377,,138,1663.75696925
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,430,9.568923915254237,mini_swe_agent_claude_fable_5_high,135,claude-fable-5,0.686046511627907,19.0,12.89279306779661,0.25780830694046225,3.3238691525423727,high,295,3803.373955
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,433,3.599231666666667,mini_swe_agent_claude_fable_5_low,175,claude-fable-5,0.5958429561200924,9.0,9.279586044573644,0.6121344584361753,5.680354377906977,low,258,2394.1331995
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,436,21.978108965460525,mini_swe_agent_claude_fable_5_max,132,claude-fable-5,0.6972477064220184,36.0,25.126866743421054,0.1253143820164113,3.1487577779605265,max,304,7638.56749
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,436,6.104424570175438,mini_swe_agent_claude_fable_5_medium,151,claude-fable-5,0.6536697247706422,12.0,10.344584163157895,0.4098917391076705,4.240159592982456,medium,285,2948.2064865
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,13.60848995886076,mini_swe_agent_claude_fable_5_xhigh,136,claude-fable-5,0.6991150442477876,25.0,16.778120159810126,0.18891450119315614,3.169630200949367,xhigh,316,5301.8859704999995
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,4.329471414529914,mini_swe_agent_claude_opus_4_8_high,218,claude-opus-4-8,0.5176991150442478,17.0,11.808706743589743,0.6333661671393329,7.479235329059829,high,234,2763.237378
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,2.1227329741847827,mini_swe_agent_claude_opus_4_8_low,267,claude-opus-4-8,0.4079822616407982,23.0,15.174142061141305,0.8601085342662776,13.051409086956522,low,184,2792.04213925
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,429,13.291149365612647,mini_swe_agent_claude_opus_4_8_max,176,claude-opus-4-8,0.5897435897435898,29.0,19.017629118577073,0.30111428281933444,5.726479752964427,max,253,4811.460166999999
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,3.416654792045455,mini_swe_agent_claude_opus_4_8_medium,232,claude-opus-4-8,0.48672566371681414,18.0,11.959175930681818,0.7143068375405476,8.542521138636364,medium,220,2631.01870475
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,447,8.041122748971192,mini_swe_agent_claude_opus_4_8_xhigh,204,claude-opus-4-8,0.5436241610738255,22.0,14.758992018518517,0.4551712787105127,6.717869269547325,xhigh,243,3586.4350605
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,5.529067774444444,mini_swe_agent_claude_sonnet_4_6_high,316,claude-sonnet-4-6,0.29933481152993346,34.0,24.44624541148148,0.7738275272386962,18.917177637037035,high,135,3300.24313055
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,7.559022479867878,mini_swe_agent_claude_sonnet_5_high,234,claude-sonnet-5,0.4823008849557522,24.0,16.144103326198152,0.5317781156912363,8.585080846330275,high,218,3519.4145251111972
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,449,1.9280971357664232,mini_swe_agent_claude_sonnet_5_low,312,claude-sonnet-5,0.3051224944320713,33.0,21.69148914671533,0.9111127353808999,19.763392010948905,low,137,2971.7340131
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,442,27.590610408403364,mini_swe_agent_claude_sonnet_5_max,204,claude-sonnet-5,0.5384615384615384,38.0,34.3732672802521,0.19732360082468697,6.78265687184874,max,238,8180.8376127
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,4.005618133240223,mini_swe_agent_claude_sonnet_5_medium,271,claude-sonnet-5,0.3977777777777778,26.0,16.84385705782123,0.7621911585042652,12.838238924581006,medium,179,3015.05041335
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,12.505621937946428,mini_swe_agent_claude_sonnet_5_xhigh,227,claude-sonnet-5,0.49667405764966743,30.0,20.426826007142857,0.38778438052130765,7.9212040691964285,xhigh,224,4575.6090256
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,12.59875857735849,mini_swe_agent_gemini_3_1_pro_preview_high,398,gemini-3-1-pro-preview,0.11751662971175167,40.0,76.27708608679245,0.8348290525542245,63.678327509433956,high,53,4042.6855625999997
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,6.674322620414201,mini_swe_agent_gemini_3_5_flash_medium,283,gemini-3-5-flash,0.37389380530973454,31.0,21.475104463609465,0.6892065120463492,14.800781843195265,medium,169,3629.29265435
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.4723294124390245,mini_swe_agent_glm_5_2_high,288,glm-5-2,0.36283185840707965,28.0,17.972536366707317,0.862438480468521,15.500206954268293,high,164,2947.49596414
