multiplier,anchor_config,proxy_budget_construction,attempts,conditional_successful_spend_usd,config,failures,model,pass_rate,proxy_failure_charge_cpsc_rank,proxy_failure_charge_cpsc_usd,proxy_failure_charge_reliability_tax_share,proxy_failure_charge_reliability_tax_usd,reasoning_effort,successes,total_proxy_failure_charge_usd
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,3.977214356142132,mini_swe_agent_glm_5_2_max,253,glm-5-2,0.43777777777777777,21.0,14.668391432284265,0.7288581795418605,10.691177076142132,max,197,2889.67311216
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,5.912881331196581,mini_swe_agent_gpt_5_4_xhigh,218,gpt-5-4,0.5176991150442478,20.0,13.384056519230768,0.5582145575445899,7.471175188034188,xhigh,234,3131.8692254999996
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,5.070310182130584,mini_swe_agent_gpt_5_5_high,161,gpt-5-5,0.6438053097345132,10.0,9.633797520618556,0.47369558356619534,4.563487338487972,high,291,2803.4350784999997
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.1076699098360656,mini_swe_agent_gpt_5_5_low,330,gpt-5-5,0.26991150442477874,35.0,24.586230147540984,0.9549475497793284,23.47856023770492,low,122,2999.520078
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.7272357950819677,mini_swe_agent_gpt_5_5_medium,208,gpt-5-5,0.5398230088495575,11.0,9.774512278688526,0.7209849742551155,7.047276483606558,medium,244,2384.9809960000002
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,7.555796161716172,mini_swe_agent_gpt_5_5_xhigh,149,gpt-5-5,0.6703539823008849,14.0,11.261227438943894,0.3290432856735932,3.7054312772277225,xhigh,303,3412.151914
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.752524632,mini_swe_agent_gpt_5_6_luna_high,252,gpt-5-6-luna,0.4424778761061947,13.0,11.124181159499999,0.9323523573366704,10.371656527499999,high,200,2224.8362319
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.06436651428571429,mini_swe_agent_gpt_5_6_luna_low,445,gpt-5-6-luna,0.015486725663716814,41.0,523.1406709428571,0.9998769613645796,523.0763044285715,low,7,3661.9846966
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,448,3.0751902132890367,mini_swe_agent_gpt_5_6_luna_max,147,gpt-5-6-luna,0.671875,1.0,6.862848278073089,0.5519075916169794,3.7876580647840528,max,301,2065.7173316999997
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.19223005098039217,mini_swe_agent_gpt_5_6_luna_medium,401,gpt-5-6-luna,0.11283185840707964,39.0,66.6097016980392,0.997114083292974,66.41747164705882,medium,51,3397.0947865999997
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.5450504972762644,mini_swe_agent_gpt_5_6_luna_xhigh,195,gpt-5-6-luna,0.5685840707964602,4.0,7.547661530350195,0.7952941462645877,6.00261103307393,xhigh,257,1939.7490133000001
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,3.4334600926517576,mini_swe_agent_gpt_5_6_sol_high,138,gpt-5-6-sol,0.6940133037694013,3.0,7.123354765175719,0.5179995653961984,3.6898946725239616,high,313,2229.6100415
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.0421978731707318,mini_swe_agent_gpt_5_6_sol_low,247,gpt-5-6-sol,0.45353982300884954,16.0,11.705119065853658,0.910962215137901,10.662921192682926,low,205,2399.5494085
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,8.36020419266055,mini_swe_agent_gpt_5_6_sol_max,123,gpt-5-6-sol,0.7266666666666667,15.0,11.45007107798165,0.26985569471816445,3.0898668853211007,max,327,3744.1732425
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.8638030833333334,mini_swe_agent_gpt_5_6_sol_medium,176,gpt-5-6-sol,0.6106194690265486,2.0,7.056784856884058,0.7358849502808421,5.192981773550724,medium,276,1947.6726205
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,4.704175178683386,mini_swe_agent_gpt_5_6_sol_xhigh,132,gpt-5-6-sol,0.7073170731707317,6.0,7.966629746081505,0.4095150234643202,3.262454567398119,xhigh,319,2541.354889
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.095211853909465,mini_swe_agent_gpt_5_6_terra_high,209,gpt-5-6-terra,0.5376106194690266,8.0,8.910285139917695,0.8770845335798556,7.81507328600823,high,243,2165.199289
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,449,0.39228881944444444,mini_swe_agent_gpt_5_6_terra_low,341,gpt-5-6-terra,0.24053452115812918,37.0,28.011534513888886,0.9859954541494349,27.619245694444444,low,108,3025.2457274999997
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,4.89993096178344,mini_swe_agent_gpt_5_6_terra_max,137,gpt-5-6-terra,0.6962305986696231,7.0,8.4689439522293,0.4214236167552367,3.56901299044586,max,314,2659.248401
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,0.5681583670886077,mini_swe_agent_gpt_5_6_terra_medium,292,gpt-5-6-terra,0.3511111111111111,27.0,17.180368265822782,0.9669297911256737,16.612209898734175,medium,158,2714.498186
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.100254819852941,mini_swe_agent_gpt_5_6_terra_xhigh,180,gpt-5-6-terra,0.6017699115044248,5.0,7.572157393382353,0.722634553041852,5.4719025735294125,xhigh,272,2059.626811
1.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.4362007898550724,mini_swe_agent_kimi_k2_7_code_default,314,kimi-k2-7-code,0.3053097345132743,32.0,21.676219054347825,0.8876095141986297,19.240018264492754,,138,2991.3182295
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,430,9.568923915254237,mini_swe_agent_claude_fable_5_high,135,claude-fable-5,0.686046511627907,13.0,16.216662220338982,0.40993258753007344,6.647738305084745,high,295,4783.915355
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,433,3.599231666666667,mini_swe_agent_claude_fable_5_low,175,claude-fable-5,0.5958429561200924,11.0,14.959940422480619,0.7594086898061423,11.360708755813954,low,258,3859.664629
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,436,21.978108965460525,mini_swe_agent_claude_fable_5_max,132,claude-fable-5,0.6972477064220184,27.0,28.27562452138158,0.22271888464069012,6.297515555921053,max,304,8595.7898545
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,436,6.104424570175438,mini_swe_agent_claude_fable_5_medium,151,claude-fable-5,0.6536697247706422,10.0,14.584743756140352,0.5814513664249052,8.480319185964913,medium,285,4156.6519705
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,13.60848995886076,mini_swe_agent_claude_fable_5_xhigh,136,claude-fable-5,0.6991150442477876,17.0,19.947750360759493,0.31779324922619356,6.339260401898734,xhigh,316,6303.489114
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,4.329471414529914,mini_swe_agent_claude_opus_4_8_high,218,claude-opus-4-8,0.5176991150442478,16.0,19.287942072649574,0.7755348186850305,14.958470658119658,high,234,4513.378445
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,2.1227329741847827,mini_swe_agent_claude_opus_4_8_low,267,claude-opus-4-8,0.4079822616407982,26.0,28.22555114809783,0.9247939229584242,26.102818173913043,low,184,5193.50141125
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,429,13.291149365612647,mini_swe_agent_claude_opus_4_8_max,176,claude-opus-4-8,0.5897435897435898,24.0,24.7441088715415,0.4628560101067548,11.452959505928854,max,253,6260.2595445
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,3.416654792045455,mini_swe_agent_claude_opus_4_8_medium,232,claude-opus-4-8,0.48672566371681414,18.0,20.50169706931818,0.8333477087046296,17.085042277272727,medium,220,4510.37335525
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,447,8.041122748971192,mini_swe_agent_claude_opus_4_8_xhigh,204,claude-opus-4-8,0.5436241610738255,20.0,21.47686128806584,0.6255913449774226,13.43573853909465,xhigh,243,5218.877293
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,5.529067774444444,mini_swe_agent_claude_sonnet_4_6_high,316,claude-sonnet-4-6,0.29933481152993346,36.0,43.36342304851852,0.8724946651868771,37.83435527407407,high,135,5854.06211155
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,7.559022479867878,mini_swe_agent_claude_sonnet_5_high,234,claude-sonnet-5,0.4823008849557522,23.0,24.72918417252843,0.6943278667371011,17.17016169266055,high,218,5390.962149611198
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,449,1.9280971357664232,mini_swe_agent_claude_sonnet_5_low,312,claude-sonnet-5,0.3051224944320713,35.0,41.45488115766423,0.9534892615315108,39.52678402189781,low,137,5679.3187186
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,442,27.590610408403364,mini_swe_agent_claude_sonnet_5_max,204,claude-sonnet-5,0.5384615384615384,34.0,41.155924152100845,0.3296078030847723,13.56531374369748,max,238,9795.1099482
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,4.005618133240223,mini_swe_agent_claude_sonnet_5_medium,271,claude-sonnet-5,0.3977777777777778,29.0,29.682095982402238,0.8650493504362005,25.676477849162012,medium,179,5313.09518085
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,12.505621937946428,mini_swe_agent_claude_sonnet_5_xhigh,227,claude-sonnet-5,0.49667405764966743,28.0,28.348030076339285,0.558853934320316,15.842408138392857,xhigh,224,6349.9587371
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,12.59875857735849,mini_swe_agent_gemini_3_1_pro_preview_high,398,gemini-3-1-pro-preview,0.11751662971175167,40.0,139.9554135962264,0.9099801983101125,127.35665501886791,high,53,7417.6369206
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,6.674322620414201,mini_swe_agent_gemini_3_5_flash_medium,283,gemini-3-5-flash,0.37389380530973454,32.0,36.27588630680473,0.8160121419511062,29.60156368639053,medium,169,6130.624785849999
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.4723294124390245,mini_swe_agent_glm_5_2_high,288,glm-5-2,0.36283185840707965,30.0,33.47274332097561,0.926139026349545,31.000413908536586,high,164,5489.52990464
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,3.977214356142132,mini_swe_agent_glm_5_2_max,253,glm-5-2,0.43777777777777777,25.0,25.359568508426396,0.8431671124522251,21.382354152284265,max,197,4995.83499616
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,5.912881331196581,mini_swe_agent_gpt_5_4_xhigh,218,gpt-5-4,0.5176991150442478,19.0,20.855231707264956,0.7164797105017626,14.942350376068376,xhigh,234,4880.1242194999995
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,5.070310182130584,mini_swe_agent_gpt_5_5_high,161,gpt-5-5,0.6438053097345132,8.0,14.19728485910653,0.6428676164176316,9.126974676975944,high,291,4131.409894
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.1076699098360656,mini_swe_agent_gpt_5_5_low,330,gpt-5-5,0.26991150442477874,37.0,48.0647903852459,0.9769546501512243,46.95712047540984,low,122,5863.9044269999995
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.7272357950819677,mini_swe_agent_gpt_5_5_medium,208,gpt-5-5,0.5398230088495575,15.0,16.821788762295082,0.8378748043017349,14.094552967213115,medium,244,4104.516458
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,7.555796161716172,mini_swe_agent_gpt_5_5_xhigh,149,gpt-5-5,0.6703539823008849,12.0,14.966658716171617,0.49515811745262406,7.410862554455445,xhigh,303,4534.897591
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.752524632,mini_swe_agent_gpt_5_6_luna_high,252,gpt-5-6-luna,0.4424778761061947,21.0,21.495837686999998,0.9649920769333357,20.743313054999998,high,200,4299.1675374
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.06436651428571429,mini_swe_agent_gpt_5_6_luna_low,445,gpt-5-6-luna,0.015486725663716814,41.0,1046.2169753714286,0.9999384768974305,1046.152608857143,low,7,7323.5188276
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,448,3.0751902132890367,mini_swe_agent_gpt_5_6_luna_max,147,gpt-5-6-luna,0.671875,1.0,10.650506342857142,0.7112634729003809,7.5753161295681055,max,301,3205.8024091999996
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,0.19223005098039217,mini_swe_agent_gpt_5_6_luna_medium,401,gpt-5-6-luna,0.11283185840707964,39.0,133.02717334509805,0.9985549565089102,132.83494329411764,medium,51,6784.3858406
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.5450504972762644,mini_swe_agent_gpt_5_6_luna_xhigh,195,gpt-5-6-luna,0.5685840707964602,7.0,13.550272563424125,0.8859764266700599,12.00522206614786,xhigh,257,3482.4200488
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,3.4334600926517576,mini_swe_agent_gpt_5_6_sol_high,138,gpt-5-6-sol,0.6940133037694013,2.0,10.81324943769968,0.6824765661392009,7.379789345047923,high,313,3384.547074
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.0421978731707318,mini_swe_agent_gpt_5_6_sol_low,247,gpt-5-6-sol,0.45353982300884954,22.0,22.368040258536585,0.95340683130374,21.325842385365853,low,205,4585.448253
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,8.36020419266055,mini_swe_agent_gpt_5_6_sol_max,123,gpt-5-6-sol,0.7266666666666667,9.0,14.539937963302751,0.4250178911518872,6.179733770642201,max,327,4754.559714
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.8638030833333334,mini_swe_agent_gpt_5_6_sol_medium,176,gpt-5-6-sol,0.6106194690265486,5.0,12.249766630434783,0.8478499109768607,10.385963547101449,medium,276,3380.93559
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,4.704175178683386,mini_swe_agent_gpt_5_6_sol_xhigh,132,gpt-5-6-sol,0.7073170731707317,3.0,11.229084313479623,0.5810722364034264,6.524909134796238,xhigh,319,3582.077896
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,1.095211853909465,mini_swe_agent_gpt_5_6_terra_high,209,gpt-5-6-terra,0.5376106194690266,14.0,16.725358425925926,0.9345178843993095,15.63014657201646,high,243,4064.2620975
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,449,0.39228881944444444,mini_swe_agent_gpt_5_6_terra_low,341,gpt-5-6-terra,0.24053452115812918,38.0,55.63078020833333,0.9929483494932958,55.23849138888889,low,108,6008.1242624999995
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,451,4.89993096178344,mini_swe_agent_gpt_5_6_terra_max,137,gpt-5-6-terra,0.6962305986696231,4.0,12.03795694267516,0.5929599196012291,7.13802598089172,max,314,3779.9184800000003
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,450,0.5681583670886077,mini_swe_agent_gpt_5_6_terra_medium,292,gpt-5-6-terra,0.3511111111111111,31.0,33.792578164556964,0.9831868890168162,33.22441979746835,medium,158,5339.22735
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.100254819852941,mini_swe_agent_gpt_5_6_terra_xhigh,180,gpt-5-6-terra,0.6017699115044248,6.0,13.044059966911766,0.838987644553877,10.943805147058825,xhigh,272,3547.984311
2.0,mini_swe_agent_gpt_5_6_sol_max,median_anchor_observed_spend_by_task,452,2.4362007898550724,mini_swe_agent_kimi_k2_7_code_default,314,kimi-k2-7-code,0.3053097345132743,33.0,40.91623731884058,0.9404588263854536,38.48003652898551,,138,5646.44075
